COPY pre.lang (lang_code, diacr, real_code) FROM stdin;
cvn	f	cvn
cwa	f	cwa
cwb	f	cwb
cwd	f	cwd
cwe	f	cwe
cwg	f	cwg
cwt	f	cwt
cya	f	cya
cyb	f	cyb
cyo	f	cyo
czh	f	czh
czk	f	czk
czn	f	czn
czo	f	czo
czt	f	czt
daa	f	daa
dac	f	dac
dad	f	dad
dae	f	dae
dag	f	dag
dah	f	dah
dai	f	dai
daj	f	daj
dak	f	dak
dal	f	dal
dam	f	dam
dao	f	dao
daq	f	daq
dar	f	dar
das	f	das
dau	f	dau
dav	f	dav
daw	f	daw
dax	f	dax
daz	f	daz
dba	f	dba
dbb	f	dbb
dbd	f	dbd
dbe	f	dbe
dbf	f	dbf
dbg	f	dbg
dbi	f	dbi
dbj	f	dbj
dbl	f	dbl
dbm	f	dbm
dbn	f	dbn
dbo	f	dbo
dbp	f	dbp
dbq	f	dbq
dbr	f	dbr
dbt	f	dbt
dbu	f	dbu
dbv	f	dbv
dbw	f	dbw
dby	f	dby
dcc	f	dcc
dcr	f	dcr
